ID,YearQrtr,Asset Growth Rate ,Gross Loans/ Assets ,Deposit Growth Rate ,Loans/ Deposits ,Interest Income/ Avg Assets ,Interest Expense/ Average Assets ,Net Interest Income/ Avg Assets ,Noninterest Income/ Average Assets ,Net Interest Margin ,Yield/ Cost Spread ,Operating Expense/ Operating Revenue ,Risk Based Capital Ratio ,Equity/ Assets ,Reserves/ NPAs ,Yield on Loans and Leases ,Cost of Funds , Change in Assets , Change in Deposits ,Net Chargeoffs/ Avg Loans ,Yield on Earning Assets ,Cost of Interest-bearing Liabilities ,Yield/ Cost Spread ,Yield on Securities & Other Assets ,Yield on Debt and Equity Securities ,Yield on Other Assets ,Cost of Int-bearing Deposits ,Cost of Borrowings ,Cost of Time Deposits > $250K ,Cost of Other Time Deposits ,Earning Assets/ IBL ,Liquidity Ratio ,Liquid Assets/ Assets ,One Year Gap/ Assets ,Asset-weighted Securities & Other Yield ,Asset-weighted Loan Yield ,Asset-weighted Securities Yield ,Liab-weigh Cost of Int-bear Dep ,Liability-wtd Borrowing Cost ,Asset-weighted Other Asset Yield ,ROAA ,U.S.Avg Rate _1Yr10K_CD,U.S.Avg Rate _5Yr10K_CD
BNk338,2009Q1,26.65,58.1,21.11,77.02,4.55,1.95,2.6,0.58,2.78,2.6,95.81,14.12,7.21,44.65,5.67,2.03,6.66,5.28,0.05,4.86,2.27,2.6,3.28,4.13,0.2,1.84,3.81,3.5,3.09,111,11.56,10.73,-5.89,1.11,3.75,1.1,1.44,0.83,0.01,0.36,1.75,3.4
BNk339,2009Q1,-11.57,74.31,15.27,95.63,4.5,1.43,3.1,0.57,3.22,3.04,66.72,17.79,9.35,73.86,4.92,1.58,-2.89,3.82,0.23,4.67,1.64,3.04,3.83,,13.83,1.75,1.12,,,110.66,25.6,23.21,,0.84,3.84,,1.45,0.19,0.83,0.82,1.5,2
BNk340,2009Q1,6.92,73.76,6.46,88.45,5.27,1.56,3.71,1.3,4.03,3.98,61.12,10.93,7.93,12.53,6.34,1.55,1.73,1.62,1.39,5.73,1.75,3.98,3.09,4.21,0.15,1.66,2.61,3.47,2.52,111.52,5.59,5.14,1.76,0.58,5.15,0.57,1.5,0.24,0.01,1.3,,
BNk341,2009Q1,7.77,58.16,26.73,83.85,3.89,1.78,2.11,0.14,2.2,2.11,34.6,11.82,6.11,78.84,4.63,1.93,1.94,6.68,4.87,4.05,1.94,2.11,3.05,,,1.29,3.74,,,104.17,41.28,38.76,,1.13,2.92,,0.96,0.97,1.13,-1.37,,
BNk342,2009Q1,8.78,100.7,12.33,119.2,5.71,0.04,5.67,-0.18,5.66,5.66,32.29,28.51,13.76,34.31,5.7,0.05,2.2,3.08,1.46,5.7,0.05,5.66,0,,0,0.05,,,,119.2,0,0,,,5.7,,0.05,,0,-0.89,,
BNk343,2009Q1,-0.18,84.96,6.85,110.62,5.36,1.76,3.6,0.35,3.7,3.22,69.4,12.43,9.66,49.01,5.65,1.92,-0.05,1.71,0.29,5.52,2.31,3.22,4.56,5.01,0.98,2.36,2.07,2.65,3.49,129.03,3.48,3.15,0.88,0.54,4.98,0.53,1.94,0.37,0.01,0.55,,
BNk344,2009Q1,14.59,40.98,14.87,47.24,4.7,1.78,2.92,0.48,3.12,2.83,92.27,13.43,9.6,,5.97,2,3.65,3.72,0.12,5.02,2.19,2.83,4.21,4.38,0.56,2.16,3.17,3.26,3.22,114.68,56.89,51.43,1.25,2.28,2.74,2.27,2.12,0.07,0.01,0.53,1.75,3.25
BNk345,2009Q1,5.48,72.59,15.27,96.85,5.14,1.57,3.57,0.91,3.76,3.59,64.73,15.32,8.72,116.71,5.76,1.7,1.37,3.82,0.32,5.42,1.83,3.59,4.22,4.76,0.27,1.51,3,2.7,2.47,111.93,15.59,14.23,-2.31,0.93,4.5,0.92,1.18,0.65,0.01,0.73,,
BNk346,2009Q1,-1.89,81.48,10.78,94.43,5.27,2.6,2.73,0.15,2.95,2.81,103.09,13.68,7.3,64.14,6.02,2.83,-0.47,2.69,1.36,5.69,2.88,2.81,2.26,,-0.33,2.84,3.41,,,102.46,15.3,14.19,,0.2,5.48,,2.61,0.27,0.21,-0.2,,
BNk347,2009Q1,3.15,79.25,-12.41,130.63,4.48,1.74,2.73,0.06,3.27,2.88,131.76,13.73,15.15,45.07,5.55,2.29,0.79,-3.1,0,5.36,2.48,2.88,1.79,3.6,0.8,2.82,1.16,3.51,3.42,113.82,5.06,4.3,-18.89,0.09,5.26,0.07,2.24,0.24,0.03,-0.5,,
BNk348,2009Q1,23.29,68.73,31.99,84.96,5.07,2.25,2.82,0.42,2.97,2.61,111.04,13.62,11.41,33.4,5.86,2.59,5.82,8,0,5.34,2.73,2.61,3.96,4.42,0.54,2.62,4.06,3.49,3.62,113.91,29.4,26.04,-13.75,1.08,4.26,1.06,2.42,0.31,0.02,-0.46,2,3.25
BNk349,2009Q1,4.54,64.17,15.45,95.25,4.58,2.06,2.52,0.15,2.69,2.15,53.94,15.65,12.22,64.86,5.4,2.42,1.14,3.86,2.9,4.9,2.75,2.15,3.76,3.87,2.9,2.18,4.18,2.92,2.2,120.49,17.06,14.97,-3.53,1.15,3.75,1.05,1.56,1.19,0.1,-0.71,1.88,1.88
BNk350,2009Q1,7.89,77.4,10.04,97.52,5.46,3,2.45,0.11,2.55,2.39,93.5,13.5,6.69,27.55,5.79,3.24,1.97,2.51,0.01,5.68,3.29,2.39,5.19,,31,3.09,4.47,,,103.9,21.5,20.06,,0.93,4.75,,2.62,0.67,0.93,0.11,,
BNk351,2009Q1,7.98,56.33,16.51,71.58,4.67,1.07,3.59,1.98,3.87,3.74,61.15,15.38,10.88,111.36,5.36,1.22,1.99,4.13,0.97,5.03,1.29,3.74,4.46,4.87,1.01,1.36,0.74,3.02,2.84,109.85,32.06,28.57,-5.66,1.65,3.38,1.61,1.19,0.09,0.04,0.36,1.25,1.75
BNk352,2009Q1,-4.61,77.81,-5.32,93.63,7.59,3.62,3.98,-0.73,4.58,4.53,100.38,18.41,13.1,3.14,9.38,4.2,-1.15,-1.33,1.63,8.74,4.21,4.53,0.44,,-0.64,4.22,3.92,,,100.17,9.37,8.14,,0.03,8.72,,4.1,0.12,0.02,-2.38,1.75,3
BNk353,2009Q1,10.78,83.32,12.77,108.22,5.31,2.5,2.82,0.23,2.92,2.56,63.52,25.4,12.77,25.05,6.01,2.87,2.69,3.19,0,5.52,2.96,2.56,1.68,,-0.49,2.76,4.45,,,113.86,15.96,13.92,,0.18,5.35,,2.43,0.53,0.17,0.58,1.91,3.34
BNk354,2009Q1,21.91,0,0,0,0.14,0,0.14,42.17,0.16,0.16,98,394,83.97,,,0,5.48,0,0,0.16,0,0.16,0.16,,0.16,0,,,,,,95.36,,0.16,0,,0,,0.16,0.53,,
BNk355,2009Q1,11.97,25.56,13.56,30.76,4.25,1.34,2.91,0.5,3.02,2.9,55.2,31.83,8.89,372.8,6.08,1.48,2.99,3.39,0,4.41,1.51,2.9,3.79,,,1.34,3.29,,,109.17,78.96,71.94,,2.77,1.64,,1.22,0.3,2.77,0.74,1.45,2.8
BNk356,2009Q1,1.6,45.01,3.49,59.41,4.21,1.64,2.57,0.04,2.67,2.21,126.43,58.52,24.09,,6.92,2.17,0.4,0.87,0,4.38,2.17,2.21,2.12,,-2.55,2.17,,,,126.57,68.73,52.17,,1.12,3.25,,2.17,,1.13,-0.69,,
BNk357,2009Q1,-1.17,66.54,-3.91,93.06,5.26,2.08,3.23,0.18,3.44,2.74,45.43,51.25,26.77,46.79,6.88,2.85,-0.29,-0.98,0,5.6,2.86,2.74,2.38,,-1.29,2.81,5.2,,,128.89,39.3,28.78,,0.69,4.88,,2.75,0.1,0.72,1.07,,
BNk358,2009Q1,-2.38,67.55,15.5,97,5.53,2.04,3.53,0.72,3.88,3.56,69.37,14.09,11,93.3,6.52,2.31,-0.59,3.87,0.32,6.09,2.53,3.56,4.78,,-0.43,2.21,3.48,,,111.88,29.17,25.96,,1.2,4.89,,1.66,0.87,1.2,0.85,1.65,2.15
BNk359,2009Q1,50.32,42.73,63.91,60.24,3.25,2.12,1.12,0.06,1.14,0.92,124.8,10.67,4.59,18.78,4.75,2.41,12.58,15.98,0.08,3.3,2.38,0.92,2.14,3.67,0.39,2.47,2.14,3.48,3.48,99.94,34.5,32.87,52.51,1.18,2.13,1.08,1.83,0.56,0.1,-2,1,3
BNk360,2009Q1,-5.97,67.44,-6.95,79.07,4.86,1.11,3.76,1.18,4.12,4.1,72.83,10.88,7.77,267.46,5.49,1.04,-1.49,-1.74,0.16,5.33,1.23,4.1,4.87,5.42,0.71,1.06,2.93,2.27,2.69,119.19,12.31,11.35,17.04,1.26,4.07,1.24,0.97,0.26,0.02,0.96,1.5,2.2
BNk361,2009Q1,6.87,58.8,18.7,76.97,4.89,1.9,2.98,0.87,3.36,2.92,81.9,15.83,9.53,128.58,5.5,2.12,1.72,4.67,0.09,5.51,2.59,2.92,5.54,5.55,3.74,2.26,3.96,2.24,3.85,123.75,28.18,25.5,-4.84,1.8,3.71,1.8,1.82,0.77,0,0.63,2,3.35
BNk362,2009Q1,7.66,71.07,23,106.69,5.4,2.56,2.84,0.58,3.03,2.67,57.29,12.35,7.89,27.67,6.05,2.92,1.91,5.75,1.85,5.76,3.08,2.67,4.69,4.92,0.83,2.74,4.01,7.28,1.57,108.64,16.28,14.99,-26.55,1.01,4.75,1,2,1.08,0.01,0.38,,
BNk363,2009Q1,11.72,80.36,20.97,97.88,5.15,1.35,3.79,0.7,4.02,3.94,77.09,10.62,7.59,106.87,5.72,1.38,2.93,5.24,0.16,5.45,1.52,3.94,3.91,4.27,0.37,1.56,1.23,3.15,2.66,105.37,13.06,12.07,0.73,0.57,4.88,0.57,1.37,0.15,0.01,0.51,2.25,
BNk364,2009Q1,-6.95,88.16,-10.54,112.66,4.81,1.84,2.96,0.85,3.2,2.9,65.04,12.75,7.48,62.18,5.27,2.03,-1.74,-2.63,1.37,5.19,2.3,2.9,4,4.2,2.35,2.1,3.15,2.9,3.6,114.81,4.73,4.37,21.86,0.23,4.97,0.21,1.71,0.58,0.01,-8.9,1.61,
BNk365,2009Q1,44.75,60.68,36.83,70.76,5.03,1.83,3.2,0.87,3.41,3.18,88.55,14.78,8.01,471.46,6.11,2,11.19,9.21,0.01,5.36,2.17,3.18,3.59,4.64,0.24,2.11,3.77,3.24,3.01,109.23,36.34,33.43,-4.86,1.07,4.28,1.06,2.02,0.15,0.02,0.33,,
BNk366,2009Q1,-5.3,85.3,13.79,131.81,5.17,2.62,2.58,0.97,2.8,2.55,99.89,11.1,8.21,24.63,5.79,2.88,-1.32,3.45,0,5.6,3.05,2.55,3.52,,5.4,2.6,3.98,,,107.28,9.65,8.86,,0.28,5.33,,1.74,1.31,0.27,-0.83,,
BNk367,2009Q1,-11.39,86.65,25.04,99.28,5.01,2.39,2.62,0.57,3.02,3.06,99.14,14.23,8.74,12.43,6.06,2.62,-2.85,6.26,1,5.78,2.72,3.06,2.96,3.59,0.11,2.72,2.76,2.89,3.76,107.63,7.74,7.06,-13.84,0.26,5.52,0.26,2.48,0.24,0,0.08,1.95,
BNk368,2009Q1,-7.12,82.57,-11.4,107.86,5.26,2.28,2.99,0.2,3.09,2.76,69.12,23.07,11.29,41.5,5.74,2.59,-1.78,-2.85,0.12,5.43,2.67,2.76,3.75,,-0.31,2.2,5.83,,,113.28,16.58,14.71,,0.56,4.88,,1.91,0.76,0.55,0.7,1.71,3.3
BNk369,2009Q1,10.56,74.3,27.93,185.92,5.2,2.42,2.78,0.43,2.96,2.6,72.49,29.82,14.79,96.93,5.73,2.87,2.64,6.98,0,5.54,2.95,2.6,4.86,,,1.95,3.76,,,113.99,24.01,20.46,,1.02,4.53,,0.88,2.07,1.01,0.51,1.5,3
BNk370,2009Q1,4.63,87.59,17.31,119.72,5.33,1.94,3.4,3.66,3.57,3.04,84.52,20.52,11.64,,5.96,2.21,1.16,4.33,0,5.61,2.56,3.04,0.35,1.34,0.27,2.12,4.42,2.94,3.2,125.22,9.13,8.06,-5.36,0.02,5.58,0.01,1.71,0.85,0.02,0.65,,
BNk371,2009Q1,5.83,67.66,37.49,142.28,5.41,3.07,2.35,0.12,2.54,2.37,73.67,20.58,10.49,208.33,6.14,3.47,1.46,9.37,0,5.84,3.47,2.37,5.01,,11.33,3.12,3.85,,,104.44,28.53,25.53,,1.35,4.48,,1.62,1.85,1.36,0.55,2,3.25
BNk372,2009Q1,16.21,67.03,19.2,82.65,4.75,2.17,2.58,0.11,2.64,2.12,62.07,40.59,18.74,210.63,6.08,2.7,4.05,4.8,0.03,4.86,2.73,2.12,2.22,3.22,0.02,2.73,,3.05,3.17,120.87,35.99,29.25,-22.37,0.7,4.15,0.7,2.73,,0,0.74,2.74,3.46
BNk373,2009Q1,-31.25,0,0,0,3.1,0.28,2.82,66.07,4.05,2.05,131.65,203.18,83.98,,,2.4,-7.81,0,0,4.45,2.4,2.05,4.45,,8.9,2.4,,,,597.8,491.74,78.77,,4.45,0,,2.4,,4.45,-23.5,,
BNk374,2009Q1,-0.86,79.78,12.52,95.39,5.44,2.11,3.33,0.29,3.43,3.02,52.18,19.92,11.91,,6.01,2.39,-0.22,3.13,0.04,5.6,2.58,3.02,3.71,4.36,2.09,2.65,1.62,3.46,3.23,116.03,18.37,16.18,-14.19,0.66,4.94,0.55,2.47,0.11,0.11,1.06,2.25,3.5
BNk375,2009Q1,1.87,72.39,4.6,85.5,5.33,1.44,3.9,0.24,4.41,4.36,83.17,16.13,11.61,35.7,6.66,1.63,0.47,1.15,0,6.04,1.68,4.36,3.34,,-0.62,1.59,3.71,,,103.37,19.49,17.22,,0.63,5.39,,1.52,0.15,0.65,0.53,1.01,1.01
BNk376,2009Q1,8.49,66.61,7.55,93.48,5.03,1.24,3.78,2.2,4.12,3.79,72.36,15.08,8.92,448.07,5.84,1.38,2.12,1.89,0.03,5.48,1.69,3.79,4.46,4.62,1.4,1.36,2.6,2.65,2.79,126.32,16.41,14.95,7.22,1.16,4.31,1.15,1,0.69,0.02,1.09,,
BNk377,2009Q1,13.7,87.77,25.83,117.61,5.5,2.22,3.28,0.55,3.47,3.32,58.39,9.71,7.41,156.95,6,2.4,3.43,6.46,0.02,5.81,2.49,3.32,3.36,4.57,0.58,2.41,2.8,3.18,3.52,105.58,1.93,1.79,-12.83,0.25,5.56,0.24,1.91,0.58,0.01,0.73,,
BNk378,2009Q1,-9.77,87.01,2.66,116.93,5.31,1.58,3.74,1,4,3.66,62.5,14.22,11.16,34.12,5.78,1.78,-2.44,0.66,0.07,5.68,2.02,3.66,4.16,4.89,0.14,2.29,0.93,2.91,3.26,122.84,4.96,4.4,1.25,0.23,5.45,0.23,1.84,0.18,0,0.69,2,
BNk379,2009Q1,22.27,77.59,15.3,95.92,5.04,2.5,2.54,1.62,2.83,2.95,87.6,12.69,6.54,214.15,5.75,2.43,5.57,3.82,0.16,5.61,2.65,2.95,4.42,4.67,2.25,2.64,2.8,3.45,3.69,106.36,9.29,8.59,-1.78,0.48,5.12,0.46,2.35,0.31,0.03,0.3,2.75,3.1
BNk380,2009Q1,4.3,68.87,7.17,94.48,4.65,1.61,3.04,1.33,3.53,3.27,64.17,12.53,12.14,55.52,5.72,1.86,1.08,1.79,0.83,5.4,2.12,3.27,4.11,4.48,0.22,1.87,3.17,3.35,3.32,113.64,5.37,4.72,20.05,0.82,4.58,0.82,1.51,0.61,0,0.74,1,2.5
BNk381,2009Q1,2.97,63.74,4.45,72.14,4.62,0.95,3.67,1.02,4.26,4.07,71.69,14.75,8.05,97.8,5.97,1.06,0.74,1.11,0.23,5.37,1.3,4.07,3.47,3.53,3.1,1.26,3,2.45,2.51,124.25,24.36,22.4,-39.23,0.84,4.53,0.74,1.23,0.08,0.1,1.05,,
BNk382,2009Q1,24.63,83.06,40.3,104.36,5.15,1.73,3.42,1.14,3.69,3.33,72.78,10.57,8.73,27.53,5.91,1.95,6.16,10.07,0.68,5.55,2.21,3.33,2.12,4.59,0.1,2.04,3.2,3.29,3.18,113.44,9.18,8.38,9.35,0.2,5.34,0.2,1.74,0.47,0.01,0.59,,
BNk383,2009Q1,3,89.42,2.6,107.01,5.28,2.5,2.83,0.26,2.93,2.67,101.63,15.25,8.84,20.31,5.66,2.75,0.75,0.65,0.02,5.46,2.8,2.67,2.66,,-0.2,2.81,2.6,,,108.13,8.58,7.82,,0.19,5.26,,2.59,0.21,0.2,-0.04,,
BNk384,2009Q1,7.34,65.8,38.27,92.37,5.06,2.68,2.41,0.35,2.52,2.27,93.08,20.62,8.45,263.16,5.77,2.96,1.83,9.57,0,5.29,3.02,2.27,4.09,,-0.48,2.7,4,,,106.74,34.38,31.47,,1.19,4.1,,2.02,1,1.19,0.12,1.4,2.5
BNk385,2009Q1,-9.96,86.62,15.38,125.6,5.99,1.98,4.03,0.35,4.19,3.77,56.38,23.79,13.9,247.89,6.58,2.31,-2.49,3.85,0,6.23,2.46,3.77,2.78,,24,2.33,2.9,,,120.27,12.29,10.58,,0.25,5.99,,1.77,0.7,0.24,1.37,,
BNk386,2009Q1,20.57,78.43,22.96,89.02,6.03,2.59,3.44,1.63,3.75,3.62,56.91,10.23,4.76,36.83,7.26,2.74,5.14,5.74,0.3,6.58,2.96,3.62,2.05,3.96,0.81,2.89,3.86,2.97,3.38,103.44,13.71,13.05,8.38,0.27,6.31,0.2,2.67,0.29,0.06,1.6,1.6,2
BNk387,2009Q1,8.93,83.99,8.94,92.4,5.89,2.45,3.44,1.4,3.86,3.76,75.75,12.73,8.48,66.71,6.88,2.7,2.23,2.24,0.03,6.62,2.86,3.76,2.07,,-0.25,2.86,,,,102.99,12.76,11.67,,0.1,6.54,,2.86,,0.08,0.9,,
BNk388,2009Q1,5.85,66.18,8.05,104.4,4.94,2.32,2.62,0.56,2.87,2.69,86.19,20.46,9.99,47.06,5.98,2.6,1.46,2.01,0,5.41,2.72,2.69,3.92,,-0.57,1.96,4.47,,,107.11,31.01,27.91,,1.1,4.31,,1.37,1.34,1.1,0.23,2.25,3.25
BNk389,2009Q1,-16.55,82.96,-15.3,97.92,6.33,2.79,3.54,1.31,3.67,3.49,54.51,11.21,7.87,293.06,7.42,3.03,-4.14,-3.83,3.11,6.55,3.06,3.49,1.21,,17,2.94,4.43,,,107.05,15.04,13.86,,0.17,6.38,,2.7,0.35,0.17,-0.91,,
BNk390,2009Q1,11.11,67.48,12.03,79.15,5.45,1.17,4.29,0.65,4.68,4.59,55.65,13.13,9.32,231.66,6.42,1.06,2.78,3.01,0.14,5.95,1.36,4.59,4.53,5.11,0.29,1.24,3.71,1.88,2.52,137.31,11.2,10.16,-24.36,1.11,4.84,1.1,1.18,0.18,0.01,1.41,1.5,
BNk391,2009Q1,12.38,66.88,18.65,86.21,5.07,1.7,3.37,0.84,3.69,3.45,65.89,14.26,10.99,37.17,6.03,1.92,3.09,4.66,0.16,5.55,2.1,3.45,4.12,4.3,1.76,2.02,2.61,2.89,3.27,112.13,10.49,9.33,-3,1.04,4.51,1.01,1.74,0.36,0.03,0.85,,
BNk392,2009Q1,6.58,81.89,13.14,96.02,4.42,1.71,2.7,2.48,2.97,2.91,68.14,12.15,7.91,166.88,5.31,1.88,1.64,3.28,0.19,4.85,1.94,2.91,1.91,1.84,2.21,1.89,2.96,3.24,3.41,108.89,10.84,9.82,13.99,0.26,4.6,0.2,1.8,0.15,0.06,0.68,1.71,3.24
BNk393,2009Q1,18.06,55.53,24.13,77.26,5.44,2.19,3.27,0.21,3.45,2.99,74.35,40.85,18.32,10.91,5.89,2.71,4.52,6.03,0,5.72,2.73,2.99,5.48,,8.62,2.53,4.2,,,117.72,49.37,40.33,,2.25,3.48,,2.23,0.5,2.24,0.6,,
BNk394,2009Q1,28.28,75.4,50.38,89.79,5.21,2.43,2.78,0.86,2.94,2.81,85.18,11.75,7.21,38.89,6.19,2.6,7.07,12.6,0.37,5.51,2.69,2.81,2.33,4.4,0.11,2.54,3.89,3.38,3.59,106.35,16.7,15.5,-8.01,0.41,5.1,0.4,2.25,0.44,0.01,0.26,,
BNk395,2009Q1,21.97,56.03,27.15,70.36,4.52,1.54,2.98,0.21,3.09,2.72,60.87,43.8,19.34,,6.19,1.96,5.49,6.79,0,4.68,1.96,2.72,2.49,4.3,0.16,1.96,,,,119.79,48.73,39.3,19.42,1.02,3.66,0.99,1.96,,0.03,0.87,,
BNk396,2009Q1,7.08,58.85,2.13,82.3,4.73,2.17,2.56,1.07,2.88,2.67,72.32,14.86,8.84,47.07,6.07,2.35,1.77,0.53,0.22,5.32,2.65,2.67,3.84,4.86,0.47,2.5,3.09,3.72,3.62,112.56,17.71,16.14,21.35,1.29,4.03,1.25,1.88,0.77,0.04,0.59,2.32,3.14
BNk397,2009Q1,-3.2,45.91,-2.58,64.65,5.35,2.3,3.05,1.29,3.17,2.79,57.35,14.58,9.27,28.71,6.02,2.71,-0.8,-0.64,6.3,5.57,2.78,2.79,5.15,5.25,3.94,2.4,4.06,5.82,1.78,106.63,27.81,25.23,9.5,2.66,2.91,2.5,1.84,0.94,0.15,-0.8,2,4
BNk398,2009Q1,26.79,60.62,17.05,84.28,5.34,1.92,3.42,0.5,3.65,3.42,71.09,12.24,8.35,40.49,6.45,2.11,6.7,4.26,0.12,5.69,2.28,3.42,4.19,4.35,1.65,2.18,2.66,3.3,3.55,109.55,16.59,15.2,-4.74,1.4,4.29,1.37,1.74,0.54,0.03,0.75,,
BNk399,2009Q1,-14.07,72.65,-11.23,87.41,5.35,1.99,3.36,1.33,3.77,3.82,80.47,11.55,8.15,147.88,6.43,2,-3.52,-2.81,0.16,6,2.17,3.82,3.94,3.95,2.57,1.83,5.8,3.2,3.12,102.92,12.08,11.09,36.95,0.68,5.32,0.68,1.67,0.5,0.01,0.76,,
BNk400,2009Q1,21.42,75.17,35.76,97.51,5.19,1.75,3.44,0.33,3.6,3.45,79.32,12.35,7.92,175.77,5.78,1.91,5.35,8.94,0.07,5.43,1.98,3.45,4.09,4.4,-0.06,1.83,2.76,2.97,2.8,107.79,17.34,15.97,-24.24,0.83,4.6,0.84,1.53,0.46,0,-0.14,1.25,2.6
BNk401,2009Q1,9.56,85.08,16.02,107.67,5.23,1.44,3.79,0.88,4.12,3.76,75.84,12.29,7.75,135.21,5.73,1.7,2.39,4,0.1,5.68,1.92,3.76,5.11,4.94,11.67,1.94,1.83,2.29,3.77,113.03,5.01,4.63,27.17,0.37,5.31,0.35,1.6,0.32,0.02,0.71,1,2.25
BNk402,2009Q1,5.79,55.75,3.74,61.59,5.49,1.54,3.95,0.26,4.14,3.93,71.57,16.32,8.27,650.65,6.86,1.68,1.45,0.94,0,5.76,1.83,3.93,4.14,4.42,0,1.83,,3.32,3.05,114.33,45.44,41.68,-9.7,1.67,4.08,1.67,1.83,,0,0.85,,
BNk403,2009Q1,-19.36,82.21,-4.12,97.34,4.52,1.82,2.7,0.92,2.95,2.6,81.25,11.37,7.57,41.4,5.22,2.03,-4.84,-1.03,3.35,4.94,2.34,2.6,2.79,4.66,0.75,2.22,3.41,3.38,3.28,117.05,6.53,5.95,12.16,0.33,4.61,0.29,2,0.34,0.04,-3.38,1.45,2.2
BNk404,2009Q1,23.59,72.75,30.38,86.19,5.11,2.42,2.69,0.64,2.9,2.85,80.95,10.18,8.16,41.15,5.61,2.43,5.9,7.6,0.67,5.52,2.67,2.85,5.08,5.2,4.08,2.66,2.85,3.93,3.37,113.31,6.67,6.12,1.97,0.92,4.6,0.84,2.46,0.22,0.08,0.09,1.75,2.1
BNk405,2009Q1,,2.88,-80.57,10.26,1.74,0,1.74,519.58,2.4,,56.58,62.23,29,212.5,0,0,-35.01,-20.14,-4.85,2.4,,,2.53,,2.4,,,,,,92.26,65.5,,2.4,0,,,,2.4,147.15,,
BNk406,2009Q1,-5.37,88.2,13.39,124.87,5.24,1.96,3.29,0.61,3.47,3.2,85.85,15.83,9.67,50.17,5.77,2.18,-1.34,3.35,0.5,5.54,2.34,3.2,1.3,,-0.23,1.88,3.75,,,113.72,8.42,7.6,,0.07,5.48,,1.41,0.94,0.06,0.16,1.1,2.75
BNk407,2009Q1,-6.7,34.85,-10.71,38.8,3.99,2.63,1.37,0.07,1.42,1.2,189.87,15.29,8.78,177.14,5.7,2.91,-1.67,-2.68,7.05,4.12,2.93,1.2,3.21,,11.17,2.93,,,,108.15,68.09,62.12,,2.02,2.11,,2.93,,2.01,-1.81,,
BNk408,2009Q1,-0.59,78.76,3.51,88.81,5.28,2.04,3.25,1.39,3.57,3.29,98.47,11.37,5.84,40.91,6.06,2.18,-0.15,0.88,0.73,5.81,2.53,3.29,4.05,3.89,9.61,2.58,1.75,3.36,3.9,110.05,9.8,9.22,-7.11,0.49,5.32,0.46,2.41,0.12,0.03,-1.16,2.6,3.25
BNk409,2009Q1,4.86,67.37,6.48,78.99,4.3,1.47,2.83,0.87,3.07,2.61,83.6,16.96,10.72,161.55,5.71,1.66,1.21,1.62,0.4,4.67,2.06,2.61,1.44,1.85,0.15,1.93,4.67,3.06,2.82,128.23,22.08,19.72,3.69,0.35,4.32,0.34,1.84,0.22,0.01,0.32,,
BNk410,2009Q1,-11.3,70.75,14.97,83.95,5.36,2.07,3.29,0.55,3.53,3.22,79.03,27,15.45,133.67,6.11,2.45,-2.83,3.74,0.04,5.74,2.52,3.22,4.58,4.76,0.31,2.59,0.77,3.65,3.44,114.11,27.65,23.38,-22.08,1.1,4.64,1.1,2.49,0.03,0,0.51,2.75,3.5
BNk411,2009Q1,-6.04,55.14,9.96,81.91,4.78,1.71,3.1,0.41,3.39,3.26,64.22,14.59,9.07,35.34,5.37,1.88,-1.51,2.49,0.18,5.22,1.96,3.26,5,,9.52,2.01,1.83,,,106.45,41.67,37.89,,2,3.22,,1.43,0.53,2,-0.25,1.75,3
BNk412,2009Q1,6.08,81.1,6.92,101.14,5.46,2.2,3.26,0.54,3.48,3.14,71.24,11.54,7.24,54.31,6.32,2.43,1.52,1.73,0.28,5.83,2.68,3.14,2.18,3.24,0.61,2.51,3.76,3.3,3.47,111.34,10.72,9.94,3.34,0.26,5.57,0.23,2.16,0.52,0.03,0.25,2.67,3.58
BNk413,2009Q1,12.5,70.55,13.66,97.85,5.15,2.12,3.03,0.78,3.2,2.96,80.04,13.07,7.52,40.5,5.76,2.3,3.13,3.41,0.1,5.43,2.47,2.96,4.37,4.78,1.55,2.42,2.64,3.45,3.4,110.07,21.26,19.66,-17.85,1.04,4.39,0.99,1.85,0.62,0.05,0.31,1.88,3.13
BNk414,2009Q1,-7.13,75.42,28.47,91.88,5.59,2.1,3.49,1.01,3.71,3.56,71.97,11.58,8.04,60.16,6.23,2.09,-1.78,7.12,0.07,5.94,2.38,3.56,4.66,4.78,-2.88,2.03,4.46,4.09,3.46,115.44,11.21,10.31,-12.54,0.86,5.08,0.86,1.74,0.64,-0.01,0.58,1.25,2.25
BNk415,2009Q1,12.88,70.25,14.25,87.39,5.33,1.95,3.43,0.14,3.7,3.33,63.57,41.35,19.17,49.63,6.38,2.43,3.22,3.56,0.02,5.76,2.43,3.33,3.64,,-0.62,2.43,,,,111.86,31.79,25.7,,0.84,4.91,,2.43,,0.85,0.32,,
BNk416,2009Q1,57.12,81.84,134.29,114.36,4.63,0.87,3.76,0.46,4.18,3.86,49.17,15.47,12.49,,5.57,0.99,14.28,33.57,0.12,5.15,1.29,3.86,2.17,2.6,1.14,1,2.04,1.36,1.42,134.95,3.83,3.35,37.84,0.27,4.88,0.23,0.72,0.57,0.04,1.49,1.1,
BNk417,2009Q1,37.54,0,0,0,2.91,0.05,2.86,96.01,3.84,1.51,68.54,98.68,97.71,,,2.4,9.39,0,0,3.91,2.4,1.51,3.91,,3.91,2.4,,,,,,72.15,,3.91,0,,2.4,,3.91,31.1,,
